price,city,area,district,bedrooms,apartment,bathrooms,furnished,kitchen,floor,air_condition,source
21600,مدينة الرياض,500,حي الرمال,1,شقة,1,No,Yes,1,Yes,aqar
24000,مدينة جدة,150,حي الصالحية,5,شقة,3,No,No,3,No,aqar
65000,مدينة الرياض,124,حي قرطبة,3,شقة,3,Yes,Yes,2,Yes,aqar
45000,مدينة الرياض,60,حي الوزارات,1,شقة,0,No,Yes,Unknown,Yes,aqar
67200,مدينة الرياض,132,حي الياسمين,3,شقة,1,No,Yes,1,Yes,aqar
55000,مدينة الرياض,134,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
75000,مدينة الرياض,143,حي الملقا,3,شقة,3,No,Yes,3,Yes,aqar
50000,مدينة الرياض,131,حي الملقا,3,شقة,3,No,Yes,2,Yes,aqar
17000,مدينة الخبر,75,حي الخبرالشمالية,2,شقة,2,No,Yes,2,No,aqar
140000,مدينة الرياض,164,حي حطين,3,شقة,3,No,Yes,2,No,aqar
45000,مدينة الرياض,425,حي النرجس,3,شقة,2,No,Yes,3,Yes,aqar
18000,مدينة الرياض,360,حي المونسية,3,شقة,1,No,Yes,1,Yes,aqar
90000,مدينة الرياض,200,حي الملقا,3,شقة,3,No,Yes,2,No,aqar
26000,مدينة الرياض,360,حي المونسية,3,شقة,3,No,Yes,1,Yes,aqar
48000,مدينة الرياض,180,حي العارض,4,شقة,2,No,Yes,2,Yes,aqar
36000,مدينة الرياض,124,حي الملقا,3,شقة,1,No,Yes,2,Yes,aqar
30000,مدينة الجبيل,205,حي الحمراء,5,شقة,3,No,Yes,2,No,aqar
28000,مدينة جدة,90,حي طيبة,3,شقة,3,No,Yes,3,Yes,aqar
30000,مدينة جدة,725,حي المروة,5,شقة,3,No,Yes,2,No,aqar
60000,مدينة الرياض,122,حي العارض,3,شقة,1,No,Yes,1,Yes,aqar
30000,مدينة الرياض,124,حي الشفاء,4,شقة,3,No,Yes,2,No,aqar
32000,مدينة جدة,500,حي المحمدية,2,شقة,2,No,No,Unknown,No,aqar
45600,حي القدس,900,حي القدس,2,شقة,2,No,Yes,Unknown,No,aqar
70000,مدينة الرياض,136,حي الياسمين,3,شقة,3,No,Yes,2,Yes,aqar
88000,مدينة الرياض,700,حي حطين,4,شقة,3,No,Yes,Unknown,No,aqar
45000,مدينة الرياض,120,حي العارض,3,شقة,2,No,Yes,2,Yes,aqar
33000,مدينة الرياض,104,حي قرطبة,3,شقة,1,No,Yes,1,Yes,aqar
75000,مدينة الرياض,225,حي الرمال,3,شقة,4,No,Yes,2,No,aqar
156000,مدينة الرياض,148,حي النرجس,4,شقة,4,Yes,Yes,2,Yes,aqar
216000,مدينة الرياض,98,حي الملقا,3,شقة,3,Yes,Yes,1,No,aqar
75000,مدينة الرياض,146,حي النرجس,3,شقة,3,No,Yes,Unknown,No,aqar
110000,مدينة الرياض,131,حي الملقا,3,شقة,3,Yes,Yes,2,No,aqar
81600,مدينة الرياض,70,حي المربع,1,شقة,1,Yes,Yes,2,Yes,aqar
40000,مدينة الخبر,137,حي الحمراء,4,شقة,4,No,Yes,Unknown,No,aqar
28000,مدينة الرياض,20,حي النرجس,1,شقة,1,No,Yes,2,No,aqar
65000,مدينة الرياض,120,حي الياسمين,3,شقة,2,No,Yes,Unknown,Yes,aqar
80000,مدينة الرياض,1088,حي النرجس,3,شقة,3,No,Yes,3,Yes,aqar
42000,مدينة الرياض,25,حي الروضة,1,شقة,1,No,No,2,No,aqar
135000,مدينة الرياض,144,حي حطين,2,شقة,3,Yes,Yes,2,Yes,aqar
52000,مدينة الرياض,100,حي العقيق,2,شقة,1,No,Yes,Unknown,Yes,aqar
1500,مدينة الرياض,270,حي طويق,3,شقة,1,No,Yes,1,Yes,aqar
54000,مدينة الرياض,500,حي النزهة,1,شقة,1,No,Yes,1,No,aqar
25000,مدينة جدة,891,حي المنارات,4,شقة,3,No,No,1,No,aqar
42000,مدينة جدة,667,حي السلامة,5,شقة,4,No,No,Unknown,No,aqar
40000,مدينة الرياض,92,حي الصفاء,2,شقة,3,No,Yes,3,Yes,aqar
42000,مدينة الرياض,150,حي العارض,3,شقة,2,No,Yes,2,No,aqar
32000,مدينة جدة,750,حي المنار,5,شقة,2,No,Yes,1,No,aqar
1500,مدينة الرياض,1500,حي النسيم الشرقي,,شقة,0,No,No,Unknown,Yes,aqar
60000,مدينة الرياض,625,حي الإزدهار,3,شقة,2,Yes,No,2,No,aqar
26004,مدينة جدة,150,حي المنتزة,4,شقة,2,No,No,1,No,aqar
35000,مدينة الدمام,160,حي الشعلة,3,شقة,3,No,Yes,2,No,aqar
65000,مدينة الرياض,775,حي الوادي,3,شقة,2,No,Yes,Unknown,Yes,aqar
23500,مدينة الرياض,90,حي العليا,1,شقة,1,No,No,2,No,aqar
65000,مدينة الرياض,613,حي عرقة,4,شقة,2,No,No,Unknown,No,aqar
54000,مدينة الرياض,234,حي اليرموك,3,شقة,1,No,Yes,Unknown,No,aqar
84000,مدينة الرياض,140,حي ظهرة البديعة,4,شقة,2,Yes,Yes,Unknown,No,aqar
100000,مدينة جدة,1,حي الروضة,5,شقة,5,No,Yes,Unknown,No,aqar
24000,مدينة جدة,100,حي الربوة,3,شقة,2,No,Yes,2,No,aqar
40000,مدينة الرياض,176,حي طويق,5,شقة,3,No,No,2,No,aqar
30000,مدينة الرياض,150,حي ظهرة لبن,3,شقة,2,Yes,Yes,2,Yes,aqar
18500,مدينة الجبيل,1,حي الحمراء,1,شقة,1,No,No,1,No,aqar
4000,مدينة جدة,728,حي الحمدانية,2,شقة,0,No,Yes,Unknown,No,aqar
12000,مدينة امارة منطقة مكة المكرمة - الطائف,120,حي الأخباب,2,شقة,2,No,Yes,1,Yes,aqar
23000,مدينة جدة,100,حي الزمرد,3,شقة,2,No,Yes,1,Yes,aqar
130000,مدينة الرياض,260,حي النرجس,3,شقة,3,No,No,1,No,aqar
36000,مدينة الدمام,100,حي الشاطئ الغربي,2,شقة,1,Yes,No,6,No,aqar
108000,مدينة الرياض,6669,حي العارض,3,شقة,0,No,Yes,Unknown,Yes,aqar
32000,مدينة جدة,300,حي الرحمانية,5,شقة,0,No,No,Unknown,No,aqar
47000,مدينة الخبر,174,حي الحمراء,3,شقة,0,No,Yes,Unknown,Yes,aqar
42000,مدينة الرياض,90,حي النسيم الشرقي,2,شقة,1,No,Yes,1,No,aqar
2200,مدينة الدمام,630,حي هجر,1,شقة,1,Yes,Yes,Unknown,Yes,aqar
70000,مدينة الرياض,93,حي قرطبة,,شقة,3,Yes,Yes,1,Yes,aqar
18000,مدينة مكه المكرمه,250,حي الملك فهد,4,شقة,3,No,Yes,3,No,aqar
65000,مدينة الرياض,630,حي الملقا,4,شقة,1,Yes,No,Unknown,No,aqar
35000,مدينة الرياض,94,حي الإزدهار,1,شقة,1,No,Yes,1,No,aqar
55000,مدينة الرياض,400,حي المونسية,,شقة,3,No,Yes,2,Yes,aqar
24000,مدينة جدة,135,حي المروة,1,شقة,1,Yes,No,3,Yes,aqar
65000,مدينة الرياض,902,حي الملقا,2,شقة,2,No,Yes,1,Yes,aqar
50000,مدينة جدة,202,حي الربوة,6,شقة,4,No,No,2,No,aqar
85000,مدينة الرياض,141,حي الملقا,3,شقة,3,No,No,Unknown,No,aqar
65000,مدينة الرياض,576,حي الربوة,4,شقة,3,No,Yes,2,Yes,aqar
1100000,مدينة الرياض,85,حي العارض,4,شقة,0,No,Yes,Unknown,Yes,aqar
70000,مدينة الرياض,1607,حي القادسية,5,شقة,0,No,Yes,Unknown,No,aqar
50000,مدينة الرياض,750,حي الملقا,3,شقة,2,No,Yes,2,Yes,aqar
40000,مدينة الخبر,141,حي الحمراء,4,شقة,3,No,Yes,4,Yes,aqar
30000,مدينة جازان,180,حي الرحاب 2,4,شقة,3,No,Yes,2,No,aqar
32000,مدينة جدة,153,حي الحمدانية,3,شقة,3,Yes,Yes,2,No,aqar
65000,مدينة الخبر,165,حي البحر,4,شقة,4,No,Yes,2,No,aqar
34800,مدينة امارة منطقة مكة المكرمة - الطائف,283,حي الحلقة الغربية,4,شقة,2,Yes,No,Unknown,No,aqar
70000,مدينة الرياض,148,حي العارض,3,شقة,3,No,Yes,2,No,aqar
29000,مدينة الرياض,25,حي الضباط,1,شقة,1,No,No,1,No,aqar
70000,مدينة الرياض,140,حي غرناطة,4,شقة,4,No,No,1,No,aqar
75000,مدينة الرياض,520,حي العليا,3,شقة,2,No,No,2,No,aqar
89000,مدينة الرياض,174,حي قرطبة,6,شقة,3,No,Yes,2,No,aqar
90000,مدينة الرياض,128,حي النرجس,3,شقة,0,No,Yes,Unknown,Yes,aqar
65000,مدينة الرياض,112,حي العارض,3,شقة,2,No,Yes,2,Yes,aqar
35000,مدينة جدة,780,حي المروة,4,شقة,4,No,Yes,5,No,aqar
11000,مدينة البكيريه,120,حي الديرة,3,شقة,1,No,Yes,1,Yes,aqar
80000,مدينة الرياض,150,حي النرجس,2,شقة,3,No,Yes,2,Yes,aqar
25000,مدينة الرياض,50,حي القدس,1,شقة,1,No,Yes,2,Yes,aqar
42000,مدينة الرياض,132,حي النرجس,3,شقة,2,No,Yes,2,Yes,aqar
36000,مدينة الرياض,118,حي الأندلس,2,شقة,1,No,No,2,No,aqar
42000,مدينة الرياض,450,حي المونسية,3,شقة,2,No,Yes,3,Yes,aqar
32400,مدينة جدة,437,حي الروضة,1,شقة,1,No,Yes,3,Yes,aqar
75000,مدينة الرياض,138,حي القرطبه,4,شقة,3,No,No,1,No,aqar
55000,مدينة الرياض,137,حي النرجس,4,شقة,0,No,Yes,Unknown,Yes,aqar
19200,مدينة الدمام,60,حي العنود,1,شقة,1,No,Yes,Unknown,Yes,aqar
80000,مدينة الرياض,124,حي قرطبة,4,شقة,3,No,Yes,2,Yes,aqar
31000,مدينة الرياض,50,حي القدس,1,شقة,1,No,Yes,Unknown,Yes,aqar
63000,مدينة الرياض,425,حي العارض,3,شقة,3,No,Yes,2,Yes,aqar
100000,مدينة الرياض,124,حي العارض,,شقة,0,Yes,Yes,Unknown,Yes,aqar
75000,مدينة الرياض,200,حي الربيع,,شقة,1,No,Yes,1,Yes,aqar
34000,مدينة الرياض,875,حي النرجس,1,شقة,1,No,Yes,3,No,aqar
187200,مدينة الرياض,129,حي التعاون,3,شقة,3,No,Yes,2,Yes,aqar
30000,مدينة جدة,750,حي المروة,,شقة,2,No,Yes,Unknown,No,aqar
95000,مدينة الرياض,135,حي المحمدية,3,شقة,3,No,Yes,Unknown,Yes,aqar
504000,مدينة الرياض,100,حي اليرموك,2,شقة,2,No,Yes,2,Yes,aqar
65000,مدينة الرياض,163,حي العارض,3,شقة,3,No,Yes,2,Yes,aqar
42000,مدينة الرياض,1276,حي القادسية,1,شقة,1,No,Yes,3,Yes,aqar
5000,مدينة امارة منطقة مكة المكرمة - الطائف,620,حي الكدى,2,شقة,2,No,No,2,No,aqar
36000,مدينة الرياض,1050,حي المهدية,4,شقة,2,No,Yes,2,No,aqar
19000,مدينة الرياض,30,حي اليرموك,1,شقة,1,No,Yes,2,Yes,aqar
80000,مدينة الرياض,263,حي النرجس,3,شقة,3,No,Yes,3,Yes,aqar
45000,مدينة الرياض,108,حي الياسمين,3,شقة,2,No,Yes,2,Yes,aqar
1800,مدينة الخرج,80,حي السلام,1,شقة,1,Yes,Yes,2,Yes,aqar
95000,مدينة الرياض,115,حي الملقا,3,شقة,3,No,Yes,3,Yes,aqar
32000,مدينة الرياض,405,حي القادسية,3,شقة,2,No,No,3,Yes,aqar
80000,مدينة الرياض,120,حي الملقا,3,شقة,2,No,Yes,1,Yes,aqar
30000,مدينة الرياض,127,حي المهدية,2,شقة,2,No,Yes,3,No,aqar
4200,مدينة الرياض,80,حي الإزدهار,1,شقة,0,No,Yes,Unknown,No,aqar
22000,مدينة ابها,925,حي المروج,5,شقة,3,No,No,2,No,aqar
40000,مدينة الرياض,50,حي المصيف,1,شقة,1,No,Yes,1,Yes,aqar
48000,مدينة الرياض,625,حي الضباط,,شقة,1,No,Yes,1,No,aqar
50000,مدينة الرياض,508,حي قرطبة,3,شقة,1,No,Yes,1,Yes,aqar
75000,مدينة الرياض,150,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
36000,مدينة الرياض,625,حي الدار البيضاء,,شقة,1,No,Yes,1,No,aqar
65000,مدينة الرياض,420,حي الياسمين,2,شقة,3,No,Yes,3,Yes,aqar
70000,مدينة الرياض,143,حي الملقا,3,شقة,3,No,No,1,No,aqar
210000,مدينة الرياض,450,حي ظهرة لبن,,شقة,3,Yes,Yes,1,Yes,aqar
38000,مدينة الخبر,139,حي الحمراء,3,شقة,3,No,Yes,Unknown,Yes,aqar
38000,مدينة الرياض,160,حي الوادي,1,شقة,1,No,Yes,Unknown,Yes,aqar
32000,مدينة الرياض,40,حي الفيحاء,1,شقة,1,No,Yes,1,No,aqar
130000,مدينة الرياض,108,حي الياسمين,3,شقة,1,Yes,Yes,1,No,aqar
4000,مدينة الرياض,155,حي العارض,4,شقة,3,No,No,2,No,aqar
29000,مدينة الرياض,180,حي الملك فيصل,1,شقة,1,No,Yes,Unknown,No,aqar
84000,مدينة الرياض,207,حي الملقا,3,شقة,5,No,Yes,2,Yes,aqar
110000,مدينة الرياض,97,حي الياسمين,3,شقة,3,Yes,Yes,1,Yes,aqar
40000,مدينة الدمام,149,حي الفردوس,4,شقة,3,No,Yes,2,Yes,aqar
65000,مدينة الرياض,600,حي النرجس,2,شقة,3,No,Yes,2,Yes,aqar
40000,مدينة جدة,308,حي المنارات,5,شقة,3,No,Yes,1,No,aqar
70000,مدينة الرياض,350,حي الملقا,4,شقة,1,No,Yes,1,Yes,aqar
65000,مدينة الرياض,135,حي الملقا,4,شقة,3,No,Yes,3,Yes,aqar
62400,مدينة الرياض,70,حي الوادي,1,شقة,1,No,No,2,No,aqar
38000,مدينة الرياض,460,حي العارض,3,شقة,2,No,Yes,2,Yes,aqar
55000,مدينة الخبر,175,حي الحمراء,3,شقة,3,No,Yes,4,No,aqar
75000,مدينة الرياض,11490,حي النرجس,3,شقة,1,No,Yes,3,Yes,aqar
47000,مدينة الخبر,182,حي الحمراء,3,شقة,5,No,Yes,Unknown,No,aqar
4650,مدينة الرياض,150,حي العقيق,4,شقة,1,No,Yes,2,No,aqar
50000,مدينة جدة,203,حي الورود,7,شقة,4,No,No,2,No,aqar
55000,مدينة الرياض,144,حي التعاون,2,شقة,3,No,Yes,3,Yes,aqar
150000,مدينة الرياض,313,حي النرجس,6,شقة,5,No,Yes,1,Yes,aqar
27000,مدينة الرياض,100,حي الياسمين,1,شقة,1,No,No,1,No,aqar
150000,مدينة الرياض,200,حي العليا,2,شقة,2,Yes,Yes,Unknown,No,aqar
90000,مدينة الرياض,126,حي حطين,3,شقة,3,No,Yes,2,Yes,aqar
65000,مدينة الرياض,392,حي العارض,3,شقة,2,No,Yes,3,Yes,aqar
50000,مدينة الرياض,400,حي العارض,3,شقة,2,No,Yes,1,Yes,aqar
34000,مدينة الرياض,25,حي حطين,1,شقة,1,No,Yes,1,No,aqar
27500,مدينة الدمام,80,حي البديع,2,شقة,2,No,Yes,3,No,aqar
32000,مدينة جدة,630,حي السلامة,3,شقة,2,No,Yes,3,No,aqar
22500,مدينة الرياض,90,حي الخليج,1,شقة,1,No,Yes,1,No,aqar
26400,مدينة جدة,88,حي الصفاء,2,شقة,1,No,Yes,Unknown,Yes,aqar
19000,مدينة الرياض,100,حي اليرموك,,شقة,1,No,Yes,1,No,aqar
80000,مدينة الرياض,119,حي الصحافة,3,شقة,4,No,Yes,1,Yes,aqar
65000,مدينة الرياض,400,حي العارض,4,شقة,1,No,Yes,2,Yes,aqar
36000,مدينة الرياض,150,حي المهدية,4,شقة,2,No,Yes,3,Yes,aqar
21600,مدينة جدة,150,حي السلامة,,شقة,1,No,No,Unknown,No,aqar
22000,مدينة جدة,644,حي الصواري,2,شقة,1,No,Yes,2,No,aqar
30000,مدينة جدة,131,حي المروة,4,شقة,4,No,No,3,No,aqar
31000,مدينة الرياض,130,حي العريجاء الأوسط,4,شقة,2,No,Yes,2,No,aqar
83000,مدينة الرياض,122,حي الندى,3,شقة,3,No,Yes,2,Yes,aqar
60000,مدينة الرياض,116,حي النرجس,4,شقة,3,No,Yes,Unknown,Yes,aqar
26000,مدينة الدمام,120,حي النورس,3,شقة,2,No,Yes,3,No,aqar
55000,مدينة جدة,233,حي الصواري,5,شقة,5,No,Yes,Unknown,Yes,aqar
42000,مدينة الرياض,420,حي العارض,3,شقة,3,No,Yes,2,No,aqar
65000,مدينة الرياض,128,حي الملقا,4,شقة,2,No,No,1,No,aqar
42000,مدينة الرياض,90,حي القادسية,1,شقة,1,Yes,No,2,Yes,aqar
88000,مدينة الرياض,152,حي الريان,3,شقة,3,No,Yes,1,No,aqar
50000,مدينة الرياض,462,حي أم الحمام الغربي,,شقة,1,Yes,No,1,No,aqar
105000,مدينة الرياض,904,حي المحمدية,3,شقة,3,No,Yes,1,Yes,aqar
35000,مدينة الرياض,591,حي الضباط,1,شقة,1,No,Yes,1,Yes,aqar
90000,مدينة الرياض,115,حي العارض,4,شقة,4,No,Yes,1,No,aqar
45000,مدينة الرياض,375,حي الأندلس,3,شقة,2,No,Yes,2,Yes,aqar
90000,مدينة الرياض,124,حي قرطبة,3,شقة,3,No,Yes,1,Yes,aqar
60000,مدينة الرياض,142,حي الندى,3,شقة,2,No,Yes,3,Yes,aqar
19000,مدينة الرياض,1320,حي اليرموك,1,شقة,1,No,Yes,2,No,aqar
55000,مدينة الرياض,125,حي اليرموك,4,شقة,3,No,Yes,1,No,aqar
65000,مدينة الرياض,313,حي اليرموك,3,شقة,3,No,Yes,2,No,aqar
24000,مدينة الرياض,750,حي المونسية,2,شقة,1,No,Yes,2,Yes,aqar
85000,مدينة الرياض,139,حي الملقا,4,شقة,0,No,Yes,Unknown,Yes,aqar
66000,مدينة الرياض,400,حي المونسية,2,شقة,3,Yes,Yes,2,Yes,aqar
78000,مدينة الرياض,123,حي لبن,4,شقة,3,Yes,Yes,2,No,aqar
60000,مدينة الرياض,300,حي المونسية,3,شقة,3,No,Yes,1,No,aqar
55000,مدينة الرياض,385,حي المونسية,3,شقة,3,No,Yes,2,Yes,aqar
23000,مدينة الرياض,750,حي المونسية,2,شقة,1,No,Yes,Unknown,No,aqar
68000,مدينة الرياض,1607,حي القادسية,5,شقة,3,No,Yes,1,No,aqar
47000,مدينة الرياض,900,حي العقيق,1,شقة,2,No,Yes,3,Yes,aqar
70000,مدينة الرياض,127,حي المونسية,2,شقة,3,No,Yes,Unknown,Yes,aqar
36000,مدينة الرياض,330,حي اليرموك,3,شقة,2,No,Yes,2,No,aqar
75000,مدينة الرياض,138,حي الملقا,4,شقة,3,No,Yes,1,Yes,aqar
55000,مدينة الرياض,142,حي الرمال,4,شقة,3,No,Yes,Unknown,No,aqar
36000,مدينة الرياض,140,حي إشبيلية,3,شقة,2,No,Yes,3,No,aqar
120000,مدينة الرياض,130,حي العليا,3,شقة,0,No,Yes,Unknown,No,aqar
65000,مدينة الرياض,330,حي اليرموك,3,شقة,3,No,Yes,2,No,aqar
90000,مدينة الرياض,181,حي النرجس,3,شقة,3,No,Yes,1,Yes,aqar
19000,مدينة الرياض,330,حي اليرموك,3,شقة,1,No,Yes,2,No,aqar
50000,مدينة الرياض,313,حي اليرموك,3,شقة,3,No,Yes,1,No,aqar
38000,مدينة الرياض,313,حي اليرموك,3,شقة,2,No,No,3,No,aqar
80000,مدينة الرياض,322,حي الروضة,3,شقة,3,No,Yes,2,Yes,aqar
75000,مدينة الرياض,167,حي المونسية,4,شقة,2,No,Yes,1,Yes,aqar
80000,مدينة الرياض,128,حي الياسمين,3,شقة,3,No,Yes,Unknown,Yes,aqar
54000,مدينة الرياض,130,حي اليرموك,3,شقة,1,No,Yes,2,No,aqar
45000,مدينة الرياض,128,حي العارض,3,شقة,0,No,Yes,Unknown,Yes,aqar
90000,مدينة الرياض,2595,حي قرطبة,3,شقة,4,No,Yes,2,Yes,aqar
120000,مدينة الرياض,125,حي الياسمين,3,شقة,2,Yes,Yes,1,Yes,aqar
70000,مدينة الرياض,540,حي النرجس,3,شقة,2,No,Yes,Unknown,Yes,aqar
60000,مدينة الرياض,129,حي النرجس,2,شقة,3,No,No,2,No,aqar
84000,مدينة الرياض,130,حي العليا,3,شقة,0,No,Yes,Unknown,No,aqar
42000,مدينة الرياض,375,حي النهضة,3,شقة,2,No,Yes,3,No,aqar
38000,مدينة الرياض,60,حي العقيق,1,شقة,1,No,Yes,Unknown,Yes,aqar
90000,مدينة الرياض,160,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
60000,مدينة الرياض,105,حي النرجس,3,شقة,3,No,Yes,1,Yes,aqar
20000,مدينة الاحساء,300,حي السلام الأول,3,شقة,2,No,No,Unknown,No,aqar
60000,مدينة الرياض,135,حي الرمال,3,شقة,2,No,Yes,1,Yes,aqar
75000,مدينة الرياض,106,حي الرمال,2,شقة,3,No,Yes,2,No,aqar
57000,مدينة الرياض,750,حي الإزدهار,2,شقة,2,No,Yes,3,No,aqar
46800,مدينة الرياض,80,حيى المعلمي,2,شقة,1,Yes,Yes,Unknown,No,aqar
50000,مدينة الرياض,416,حي العارض,3,شقة,2,No,Yes,3,Yes,aqar
63000,مدينة الرياض,115,حي العارض,3,شقة,3,No,Yes,2,Yes,aqar
42000,مدينة الرياض,160,حي إشبيلية,4,شقة,2,No,Yes,3,Yes,aqar
60000,مدينة الرياض,99,حي المونسية,4,شقة,3,No,Yes,1,No,aqar
33500,مدينة الرياض,900,حي النرجس,1,شقة,1,No,Yes,2,No,aqar
3500,مدينة الرياض,342,حي القادسية,3,شقة,0,No,Yes,Unknown,No,aqar
10900,مدينة عنيزه,565,حي الصالحية,3,شقة,2,No,Yes,Unknown,No,aqar
52000,مدينة الدمام,159,حي السيف,4,شقة,3,No,Yes,Unknown,Yes,aqar
26000,مدينة الرياض,525,حي اليرموك,1,شقة,2,No,Yes,1,Yes,aqar
38000,مدينة الرياض,900,حي القيروان,1,شقة,1,No,Yes,Unknown,Yes,aqar
65000,مدينة الرياض,1375,حي النخيل,3,شقة,2,No,Yes,1,Yes,aqar
85000,مدينة الرياض,113,حي النرجس,3,شقة,3,No,Yes,1,Yes,aqar
40000,مدينة الرياض,200,حي المونسية,4,شقة,2,No,Yes,2,Yes,aqar
65000,مدينة الرياض,127,حي المونسية,3,شقة,3,Yes,Yes,2,Yes,aqar
28000,مدينة الرياض,625,حي ظهرة لبن,3,شقة,1,No,Yes,1,Yes,aqar
45000,مدينة الرياض,690,حي قرطبة,4,شقة,2,No,Yes,3,Yes,aqar
60000,مدينة الرياض,405,حي النرجس,3,شقة,3,No,Yes,Unknown,Yes,aqar
46000,مدينة الرياض,750,حي المونسية,2,شقة,3,No,Yes,2,No,aqar
40000,مدينة الرياض,450,حي القادسية,4,شقة,0,No,Yes,Unknown,No,aqar
60000,مدينة الرياض,750,حي المونسية,2,شقة,3,No,Yes,1,Yes,aqar
50000,مدينة الرياض,898,حي العوالي,,شقة,5,No,Yes,Unknown,No,aqar
85000,مدينة الرياض,156,حي قرطبة,3,شقة,3,No,No,2,Yes,aqar
65000,مدينة المدينه المنوره,720,حي الخاتم,4,شقة,0,No,Yes,Unknown,Yes,aqar
38000,مدينة الرياض,1080,حي النهضة,3,شقة,1,No,Yes,Unknown,Yes,aqar
72000,مدينة الرياض,600,حي الروابي,2,شقة,2,No,Yes,3,Yes,aqar
51600,مدينة الرياض,700,حي الخليج,3,شقة,2,Yes,Yes,Unknown,No,aqar
120000,مدينة الرياض,198,حي الندى,3,شقة,4,No,Yes,1,No,aqar
30000,مدينة الرياض,100,حي القدس,1,شقة,1,No,Yes,2,No,aqar
55000,مدينة الرياض,900,حي الملقا,1,شقة,1,No,Yes,1,Yes,aqar
35000,مدينة الرياض,137,حيى رفه,3,شقة,1,No,No,3,Yes,aqar
60000,مدينة الرياض,935,حي الملك سلمان,2,شقة,0,No,Yes,Unknown,Yes,aqar
30000,مدينة الخبر,110,حي قرطبة,2,شقة,2,No,Yes,Unknown,No,aqar
65000,مدينة الرياض,660,حي النخيل,3,شقة,2,No,Yes,2,Yes,aqar
20000,مدينة الرياض,40,حي الخليج,1,شقة,1,No,Yes,1,Yes,aqar
35000,مدينة الرياض,400,حي المونسية,2,شقة,1,No,Yes,Unknown,Yes,aqar
96000,مدينة الرياض,150,حي الربيع,2,شقة,1,No,Yes,Unknown,No,aqar
68000,مدينة الرياض,1095,حي النرجس,3,شقة,3,No,Yes,Unknown,Yes,aqar
90000,مدينة الرياض,119,حي الياسمين,3,شقة,3,No,Yes,1,Yes,aqar
3200,مدينة الرياض,80,حي النهضة,1,شقة,1,Yes,Yes,1,No,aqar
45000,مدينة جدة,660,حي السلامة,3,شقة,2,No,Yes,3,No,aqar
70000,مدينة الرياض,601,حي المونسية,3,شقة,3,No,Yes,2,Yes,aqar
38000,مدينة الرياض,625,حي إشبيلية,3,شقة,2,No,Yes,2,No,aqar
24000,مدينة الرياض,368,حي الدار البيضاء,3,شقة,2,No,No,3,No,aqar
110000,مدينة الرياض,146,حي الملقا,4,شقة,3,Yes,Yes,2,Yes,aqar
13000,مدينة الاحساء,452,حي منيفة,2,شقة,1,No,No,1,No,aqar
60000,مدينة الرياض,400,حي القيروان,3,شقة,3,No,Yes,2,No,aqar
85000,مدينة الرياض,141,حي النرجس,3,شقة,3,No,Yes,3,Yes,aqar
42000,مدينة الرياض,560,حي النرجس,3,شقة,0,No,Yes,Unknown,Yes,aqar
135000,مدينة الرياض,611,حي النخيل,3,شقة,4,No,Yes,1,No,aqar
75000,مدينة الرياض,132,حي العارض,3,شقة,3,No,Yes,1,Yes,aqar
30000,مدينة الرياض,870,حي النهضة,3,شقة,1,No,Yes,2,No,aqar
33000,مدينة الدمام,480,حي الراكة الشمالية,3,شقة,2,No,No,Unknown,No,aqar
168000,مدينة الرياض,145,حي العليا,3,شقة,3,No,No,3,No,aqar
35000,مدينة الرياض,80,حي الإزدهار,2,شقة,1,No,Yes,3,No,aqar
70000,مدينة الرياض,144,حي النرجس,3,شقة,3,No,Yes,2,Yes,aqar
23000,مدينة الخبر,120,حي الحمراء,3,شقة,2,No,Yes,2,No,aqar
70000,مدينة الرياض,118,حي العقيق,3,شقة,0,No,Yes,Unknown,No,aqar
68000,مدينة الرياض,825,حي العارض,3,شقة,3,No,Yes,2,No,aqar
35000,مدينة الرياض,124,حي النسيم الشرقي,3,شقة,3,No,Yes,1,No,aqar
90000,مدينة الرياض,7672,حي إشبيلية,3,شقة,3,No,Yes,2,Yes,aqar
65000,مدينة الرياض,404,حي العارض,2,شقة,3,No,Yes,2,Yes,aqar
90000,مدينة الرياض,130,حي الياسمين,3,شقة,3,Yes,Yes,3,Yes,aqar
45000,مدينة الرياض,106,حي اليرموك,3,شقة,2,No,Yes,2,Yes,aqar
37000,مدينة الرياض,313,حي اليرموك,3,شقة,2,No,Yes,3,Yes,aqar
40000,مدينة الرياض,460,حي العارض,3,شقة,2,No,Yes,2,Yes,aqar
58000,مدينة الرياض,150,حي الملقا,2,شقة,1,No,Yes,1,No,aqar
75000,مدينة الرياض,90,حي العارض,3,شقة,3,No,Yes,3,Yes,aqar
80000,مدينة الرياض,125,حي العارض,3,شقة,4,No,Yes,3,Yes,aqar
32000,مدينة الرياض,40,حي الخليج,1,شقة,1,No,Yes,Unknown,No,aqar
65000,مدينة الرياض,113,حي النرجس,3,شقة,4,Yes,Yes,1,No,aqar
55000,مدينة الرياض,679,حي قرطبة,1,شقة,3,No,Yes,1,Yes,aqar
28000,مدينة الرياض,67,حي الدار البيضاء,4,شقة,2,No,Yes,1,Yes,aqar
24000,مدينة الرياض,863,حي بدر,3,شقة,2,No,No,Unknown,No,aqar
